Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
177698,135537,22,93906,10/26/10,"Jail, prison or juvenile detention facility (HUD)",8/16/10,10/30/10,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),135537
177698,136316,22,93906,3/2/11,Transitional housing for homeless persons (including homeless youth) (HUD),10/25/10,2/28/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),136316
177704,186584,27,,12/11/13,"Staying or living with friends, permanent tenure (HUD)",11/16/12,2/4/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),186584
177715,228853,33,93955,3/10/14,"Rental by client, no ongoing housing subsidy (HUD)",10/1/13,2/3/14,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),228853
177750,134590,6,93955,9/13/11,"Staying or living with family, permanent tenure (HUD)",6/16/10,3/18/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",134588
177796,140649,57,93902,11/19/13,"Rental by client, with other ongoing housing subsidy (HUD)",3/1/11,4/13/12,MOSBE Interim - MCHOME - Lexington(2871),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),140649
177851,139401,33,93955,10/14/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/13/11,9/12/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",139401
177852,141306,17,93955,10/14/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/13/11,9/12/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",139401
177853,141304,12,93955,10/14/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/13/11,9/12/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",139401
177854,141303,5,93955,10/14/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/13/11,9/12/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",139401
177865,132012,23,93906,2/22/11,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",1/5/10,2/22/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),132012
177904,130921,23,93930,11/11/11,"Rental by client, no ongoing housing subsidy (HUD)",2/5/09,2/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",130921
177905,130922,7,93930,2/9/11,"Rental by client, no ongoing housing subsidy (HUD)",2/5/09,2/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),130921
177906,130923,2,93930,2/9/11,"Rental by client, no ongoing housing subsidy (HUD)",2/5/09,2/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),130921
177911,140017,20,93906,8/29/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",6/29/11,8/1/11,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",140017
177985,136871,14,,6/5/12,"Rental by client, no ongoing housing subsidy (HUD)",11/1/10,6/2/12,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 2 - At imminent risk of losing housing (HUD),"Rental by client, no ongoing housing subsidy (HUD)",136870
178006,383924,28,93906,10/20/15,"Rental by client, no ongoing housing subsidy (HUD)",9/3/14,2/2/15,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",383924
178007,383925,8,93906,10/20/15,"Rental by client, no ongoing housing subsidy (HUD)",9/3/14,2/2/15,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",383924
178109,414512,42,93942,10/15/15,Hotel or motel paid for without emergency shelter voucher (HUD),1/16/15,9/23/15,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",414512
178143,177455,23,95039,9/19/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",8/8/12,9/17/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",177455
178174,210088,54,93955,12/5/13,Transitional housing for homeless persons (including homeless youth) (HUD),8/8/12,5/28/13,MOSBE Interim - MCHOME - Lexington(2871),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210088
178174,214360,55,93901,6/8/15,"Rental by client, with other ongoing housing subsidy (HUD)",5/29/13,3/7/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),214360
178186,153897,38,94587,11/19/13,Permanent housing for formerly homeless persons (HUD),6/23/11,10/10/12,MOSBE Interim - MCHOME - Lexington(2871),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",153897
178244,130929,45,93906,3/10/11,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",3/10/09,3/10/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",130929
178254,133470,38,93940,5/24/12,Permanent housing for formerly homeless persons (HUD),3/30/10,5/2/11,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),133470
178256,138269,27,93955,7/11/12,Permanent housing for formerly homeless persons (HUD),3/2/11,1/8/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),138269
178276,255182,31,93955,10/8/15,"Staying or living with family, permanent tenure (HUD)",1/16/14,8/5/15,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),255182
178284,177225,31,93933,7/27/15,"Rental by client, with other ongoing housing subsidy (HUD)",8/2/12,6/19/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",177225
178297,167892,47,93901,1/28/13,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/3/12,5/7/12,MOSBE CHS-Elm House(2142),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",167892
178346,191192,40,93927,11/1/13,"Rental by client, with other ongoing housing subsidy (HUD)",12/10/12,10/14/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),191192
178366,131872,52,93955,9/22/11,Permanent housing for formerly homeless persons (HUD),12/14/09,3/31/11,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",131872
178366,140454,52,93955,8/23/11,"Rental by client, with VASH subsidy (HUD)",12/12/09,3/31/11,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",140454
178371,131299,22,93907,10/14/11,"Staying or living with family, permanent tenure (HUD)",10/20/09,7/7/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",131299
178377,149735,40,93452,12/11/13,"Rental by client, no ongoing housing subsidy (HUD)",1/29/12,8/30/13,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",149735
178384,131063,43,98408,5/24/12,Transitional housing for homeless persons (including homeless youth) (HUD),6/26/09,5/25/11,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),131063
178386,138562,31,93940,7/9/12,Permanent housing for formerly homeless persons (HUD),3/14/11,6/26/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),138562
178391,140650,26,93933,11/19/13,Other (HUD),7/1/11,12/26/11,MOSBE Interim - MCHOME - Lexington(2871),Category 1 - Homeless (HUD),Other (HUD),140650
178391,183718,28,93955,6/12/15,"Rental by client, with other ongoing housing subsidy (HUD)",10/17/12,5/13/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),183718
178397,170255,32,93940,9/11/12,"Jail, prison or juvenile detention facility (HUD)",5/28/12,9/8/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),170255
178434,138567,47,93955,7/13/11,Safe Haven (HUD),3/3/11,6/22/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),"Owned by client, no ongoing housing subsidy (HUD)",138567
178455,140404,22,,9/20/11,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",7/19/11,9/19/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",140404
178469,146958,50,93955,8/28/12,Client doesn't know (HUD),11/9/11,8/23/12,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",146958
178483,384821,59,93955,6/16/15,Transitional housing for homeless persons (including homeless youth) (HUD),5/1/14,10/1/14,MOSBE Interim - MCHOME - Lexington(2871),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",384821
178483,386991,60,93933,10/28/14,,9/26/14,,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",386991
178535,130329,40,93950,9/28/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",4/6/09,3/22/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",130329
178536,135148,16,93950,9/28/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",4/6/09,3/22/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",130329
178543,136621,24,93927,10/5/11,"Rental by client, with other ongoing housing subsidy (HUD)",9/23/08,10/18/10,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136621
178544,136625,8,93927,10/5/11,"Rental by client, with other ongoing housing subsidy (HUD)",9/23/08,10/18/10,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136621
178546,136623,5,93927,10/5/11,"Rental by client, with other ongoing housing subsidy (HUD)",9/23/08,10/18/10,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136621
178547,136624,2,93947,10/5/11,"Rental by client, with other ongoing housing subsidy (HUD)",9/23/08,10/18/10,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136621
178571,138046,28,93906,4/15/11,"Staying or living with family, permanent tenure (HUD)",1/31/11,4/1/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),"Jail, prison or juvenile detention facility (HUD)",138046
178662,478575,37,93906,10/23/15,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",8/11/15,9/17/15,MOSBE Interim - Sunflower Gardens - THU(2859),Stably housed (HUD),Substance abuse treatment facility or detox center (HUD),478575
178668,139498,18,93955,5/26/11,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",5/2/11,5/19/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",139498
178668,216212,20,93901,6/14/13,,6/5/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216212
178686,227747,5,93905,10/21/14,"Rental by client, no ongoing housing subsidy (HUD)",10/17/13,9/9/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",227744
178703,216335,29,93905,6/17/13,,6/14/13,,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),216335
178761,130564,37,93940,11/16/11,"Rental by client, no ongoing housing subsidy (HUD)",7/2/09,3/14/11,MOSBE The Salvation Army - Casa de las Palmas(2088),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",130564
178774,405591,47,93926,5/21/15,Place not meant for habitation (HUD),12/16/14,3/13/15,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),405591
178792,382352,31,93940,7/13/15,"Staying or living with family, permanent tenure (HUD)",8/19/14,7/9/15,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),382352
178802,136323,21,93908,12/1/10,Client doesn't know (HUD),10/28/10,11/29/10,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),136323
178802,137451,21,93908,1/11/11,Client doesn't know (HUD),12/16/10,1/5/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),137451
178802,138825,21,93908,5/25/11,Transitional housing for homeless persons (including homeless youth) (HUD),3/17/11,4/26/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),138825
178802,140647,22,93908,9/8/14,Other (HUD),9/12/11,6/30/12,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),Place not meant for habitation (HUD),140647
